No.,Pokémon,Entry,Bucket,Weight,Lv. Min,Lv. Max,Biomes,Excluded Biomes,Time,Weather,Multipliers,Context,Presets,Conditions,Anticonditions,skyLightMin,skyLightMax,canSeeSky,Patternkey=Value
0780,Drampa,2,uncommon,10,24,49,Sky,,any,any,,grounded,"Natural, Wild",minY = 190,,8,15,,
0781,Dhelmise,1,common,10,27,52,Ocean,,any,any,,submerged,Water,structure:#minecraft:shipwreck,,,,TRUE,
0781,Dhelmise,2,common,10,27,52,Ocean,,any,any,,fishing,,structure:#minecraft:shipwreck,,,,TRUE,
0781,Dhelmise,3,rare,6,27,52,Ocean,,any,any,,fishing,,,,,,TRUE,
0781,Dhelmise,4,common,10,27,52,Ocean,,any,any,,submerged,Water,structure:#minecraft:shipwreck,,8,15,FALSE,
0781,Dhelmise,5,common,10,27,52,Ocean,,any,any,,fishing,,structure:#minecraft:shipwreck,,8,15,FALSE,
0781,Dhelmise,7,rare,6,27,52,Ocean,,any,any,,fishing,,,,8,15,FALSE,
0781,Dhelmise,8,common,20,27,52,Ocean,,any,any,,submerged,Water,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",,,,any,
0781,Dhelmise,9,common,20,27,52,Ocean,,any,any,,fishing,,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",,,,any,
0782,Jangmo-o,1,ultra-rare,6,5,30,Jungle,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0782,Jangmo-o,2,rare,7.5,5,30,Tropical Island,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0783,Hakamo-o,1,ultra-rare,3.6,35,42,Jungle,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0783,Hakamo-o,2,rare,2.25,35,42,Tropical Island,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0784,Kommo-o,1,ultra-rare,0.4,45,60,Jungle,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0784,Kommo-o,2,rare,0.25,45,60,Tropical Island,,any,any,,grounded,"Natural, Wild",minY = 0,,,,any,
0810,Grookey,1,ultra-rare,6,5,31,"Jungle, Tropical Island",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0811,Thwackey,1,ultra-rare,3.6,16,42,"Jungle, Tropical Island",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0812,Rillaboom,1,ultra-rare,0.4,35,53,"Jungle, Tropical Island",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0813,Scorbunny,1,ultra-rare,6,5,31,"Grassland, Skyroot Grove, Skyroot Meadow, Tundra",,any,any,,grounded,Natural,,,8,15,,
0814,Raboot,1,ultra-rare,3.6,16,42,"Grassland, Skyroot Grove, Skyroot Meadow, Tundra",,any,any,,grounded,Natural,,,8,15,,
0815,Cinderace,1,ultra-rare,0.4,35,53,"Grassland, Skyroot Grove, Skyroot Meadow, Tundra",,any,any,,grounded,Natural,,,8,15,,
0816,Sobble,1,ultra-rare,6,5,31,Swamp,,any,any,,grounded,Natural,,,8,15,,
0816,Sobble,2,ultra-rare,6,5,31,Jungle,,any,any,,grounded,Natural,minecraft:water,,8,15,,
0816,Sobble,3,ultra-rare,6,5,31,"Jungle, Swamp",,any,any,,submerged,Water,,,,,TRUE,
0816,Sobble,4,ultra-rare,6,5,31,"Forest, Jungle, Swamp",,any,any,,fishing,,,,,,TRUE,
0817,Drizzile,1,ultra-rare,3.6,16,42,Swamp,,any,any,,grounded,Natural,,,8,15,,
0817,Drizzile,2,ultra-rare,3.6,16,42,Jungle,,any,any,,grounded,Natural,minecraft:water,,8,15,,
0817,Drizzile,3,ultra-rare,3.6,16,42,"Jungle, Swamp",,any,any,,submerged,Water,,,,,TRUE,
0817,Drizzile,4,ultra-rare,3.6,16,42,"Forest, Jungle, Swamp",,any,any,,fishing,,,,,,TRUE,
0818,Inteleon,1,ultra-rare,0.4,35,53,Swamp,,any,any,,grounded,Natural,,,8,15,,
0818,Inteleon,2,ultra-rare,0.4,35,53,Jungle,,any,any,,grounded,Natural,minecraft:water,,8,15,,
0818,Inteleon,3,ultra-rare,0.4,35,53,"Jungle, Swamp",,any,any,,submerged,Water,,,,,TRUE,
0818,Inteleon,4,ultra-rare,0.4,35,53,"Forest, Jungle, Swamp",,any,any,,fishing,,,,,,TRUE,
0819,Skwovet,1,common,9,3,28,"Forest, Taiga",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0820,Greedent,1,common,1,24,46,"Forest, Taiga",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0821,Rookidee,1,common,9,1,25,"Hills, Sky, Spooky, Taiga",Arid,day,any,,grounded,"Natural, Treetop",,,8,15,,
0822,Corvisquire,1,common,0.9,18,37,"Hills, Sky, Spooky, Taiga",Arid,day,any,,grounded,"Natural, Treetop",,,8,15,,
0823,Corviknight,1,common,0.1,38,50,"Hills, Sky, Spooky, Taiga",Arid,day,any,,grounded,"Natural, Treetop",,,8,15,,
0827,Nickit,1,common,1.8,1,25,"Forest, Taiga",,night,any,,grounded,Natural,,,8,15,,
0827,Nickit,2,uncommon,8.4,1,25,Plains,,night,any,,grounded,Natural,,,8,15,,
0828,Thievul,1,common,0.2,18,46,"Forest, Taiga",,night,any,,grounded,Natural,,,8,15,,
0828,Thievul,2,uncommon,1.6,18,46,Plains,,night,any,,grounded,Natural,,,8,15,,
0829,Gossifleur,1,common,9,1,25,Floral,,any,clear,Night x0.25,grounded,Natural,,,8,15,,
0829,Gossifleur,2,common,9,1,25,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0829,Gossifleur,3,common,9,1,25,Floral Meadow,,any,clear,Night x0.25,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0830,Eldegoss,1,common,1,20,46,Floral,,any,clear,Night x0.25,grounded,Natural,,,8,15,,
0830,Eldegoss,2,common,1,20,46,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0830,Eldegoss,3,common,1,20,46,Floral Meadow,,any,clear,Night x0.25,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0831,Wooloo,1,common,9,2,27,"Mountain, Plains",Volcanic,any,any,Night x0.25,grounded,Natural,,,8,15,,
0831,Wooloo,2,common,9,2,27,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0832,Dubwool,1,common,1,24,49,"Mountain, Plains",Volcanic,any,any,Night x0.25,grounded,Natural,,,8,15,,
0832,Dubwool,2,common,1,24,49,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0833,Chewtle,1,common,5.4,3,28,Freshwater,Freezing,any,any,,grounded,Natural,,,8,15,,
0833,Chewtle,2,common,5.4,3,28,Freshwater,Freezing,any,any,,seafloor,Water,,,,,TRUE,
0833,Chewtle,3,common,9,3,28,"Arid, Freshwater, Hills, Jungle, Temperate",Freezing,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0833,Chewtle,4,common,9,3,28,"Arid, Freshwater, Hills, Jungle, Temperate",Freezing,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0834,Drednaw,1,common,0.6,22,49,Freshwater,Freezing,any,any,,grounded,Natural,,,8,15,,
0834,Drednaw,2,common,0.6,22,49,Freshwater,Freezing,any,any,,seafloor,Water,,,,,TRUE,
0834,Drednaw,3,common,1,22,49,"Arid, Freshwater, Hills, Jungle, Temperate",Freezing,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0834,Drednaw,4,common,1,22,49,"Arid, Freshwater, Hills, Jungle, Temperate",Freezing,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0835,Yamper,1,common,5.4,2,27,Overworld,Freezing,any,any,Storm x5,grounded,"Natural, Urban",,,8,15,,
0835,Yamper,2,common,5.4,2,27,Overworld,Freezing,any,any,Storm x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0836,Boltund,1,common,0.6,25,49,Overworld,Freezing,any,any,Storm x5,grounded,"Natural, Urban",,,8,15,,
0836,Boltund,2,common,0.6,25,49,Overworld,Freezing,any,any,Storm x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0843,Silicobra,1,common,9,7,32,Desert,,any,any,,grounded,"Natural, Wild",,,8,15,,
0844,Sandaconda,1,common,1,36,51,Desert,,any,any,,grounded,"Natural, Wild",,,8,15,,
0845,Cramorant,1,uncommon,10,23,48,"Coast, Island, Sky",Freezing,any,any,Night x0.25,grounded,,,,8,15,,
0845,Cramorant,2,uncommon,10,23,48,"Coast, Island, Sky",Freezing,day,any,,surface,Water,,,8,15,,
0845,Cramorant,4,uncommon,6,23,48,"Coast, Ocean",Freezing,day,any,,fishing,,,minLureLevel = 1,8,15,,
0845,Cramorant,5,common,2,23,48,"Coast, Ocean",Freezing,day,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,,
0845,Cramorant,6,uncommon,10,23,48,Aether,,any,any,,grounded,,minecraft:water,,8,15,,
0845,Cramorant,7,uncommon,10,23,48,Aether,,any,any,,surface,Water,,,8,15,,
0845,Cramorant,8,uncommon,6,23,48,Aether,,any,any,,fishing,,,minLureLevel = 1,8,15,,
0845,Cramorant,9,common,2,23,48,Aether,,any,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,,
0846,Arrokuda,1,common,5.4,3,28,"Ocean, Swamp",Freezing,any,any,,submerged,Water,,,,,TRUE,
0846,Arrokuda,2,common,9,3,28,"Aether, Coast, Ocean, Swamp",Freezing,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0846,Arrokuda,3,common,5.4,3,28,"Ocean, Swamp",Freezing,any,any,,submerged,Water,,,8,15,FALSE,
0846,Arrokuda,4,common,9,3,28,"Aether, Coast, Ocean, Swamp",Freezing,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0847,Barraskewda,1,common,0.6,26,49,"Ocean, Swamp",Freezing,any,any,,submerged,Water,,,,,TRUE,
0847,Barraskewda,2,common,1,26,49,"Aether, Coast, Ocean, Swamp",Freezing,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0847,Barraskewda,3,common,0.6,26,49,"Ocean, Swamp",Freezing,any,any,,submerged,Water,,,8,15,FALSE,
0847,Barraskewda,4,common,1,26,49,"Aether, Coast, Ocean, Swamp",Freezing,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0848,Toxel,1,uncommon,1.68,1,24,Overworld,,any,any,,grounded,Natural,,,0,7,,
0848,Toxel,2,common,1.8,1,24,Overworld,,any,any,Night x1.5,grounded,"Natural, Urban",,,8,15,,
0849,Toxtricity,1,uncommon,0.32,30,50,Overworld,,any,any,,grounded,Natural,,,0,7,,
0849,Toxtricity,2,common,0.2,30,50,Overworld,,any,any,Night x1.5,grounded,"Natural, Urban",,,8,15,,
0850,Sizzlipede,1,common,5.4,6,31,"Badlands, Volcanic",,any,any,,grounded,"Natural, Wild",,,8,15,,
0850,Sizzlipede,2,common,5.4,6,31,Nether Basalt,,any,any,,grounded,"Natural, Wild",,,,,any,
0850,Sizzlipede,3,common,9,6,31,Nether Wasteland,,any,any,,grounded,"Natural, Wild",,,,,any,
0851,Centiskorch,1,common,0.6,28,53,"Badlands, Volcanic",,any,any,,grounded,"Natural, Wild",,,8,15,,
0851,Centiskorch,2,common,0.6,28,53,Nether Basalt,,any,any,,grounded,"Natural, Wild",,,,,any,
0851,Centiskorch,3,common,1,28,53,Nether Wasteland,,any,any,,grounded,"Natural, Wild",,,,,any,
0852,Clobbopus,1,uncommon,1.68,6,31,Coast,,,,,grounded,"Natural, Wild",,,8,15,,
0852,Clobbopus,2,uncommon,5.04,6,31,Ocean,Frozen Ocean,,,,seafloor,Water,,,,,TRUE,
0852,Clobbopus,3,uncommon,5.04,6,31,Overworld,,,,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0852,Clobbopus,4,uncommon,5.04,6,31,Overworld,,,,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",minLureLevel = 1,,,FALSE,
0852,Clobbopus,5,common,1.8,6,31,Overworld,,,,Lure3 x3,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0852,Clobbopus,6,uncommon,5.04,6,31,"Coast, Ocean, Tropical Island",Freezing,,,,fishing,,,minLureLevel = 1,,,TRUE,
0852,Clobbopus,7,common,1.8,6,31,"Coast, Ocean, Tropical Island",Freezing,,,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0852,Clobbopus,8,uncommon,5.04,6,31,"Coast, Ocean, Tropical Island",Freezing,,,,fishing,,,minLureLevel = 1,8,15,FALSE,
0852,Clobbopus,9,common,1.8,6,31,"Coast, Ocean, Tropical Island",Freezing,,,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0853,Grapploct,1,uncommon,0.32,35,48,Coast,,,,,grounded,"Natural, Wild",,,8,15,,
0853,Grapploct,2,uncommon,0.96,35,48,Ocean,Frozen Ocean,,,,seafloor,Water,,,,,TRUE,
0853,Grapploct,3,uncommon,0.96,35,48,Overworld,,,,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0853,Grapploct,4,uncommon,0.96,35,48,Overworld,,,,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",minLureLevel = 1,,,FALSE,
0853,Grapploct,5,common,0.2,35,48,Overworld,,,,Lure3 x3,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0853,Grapploct,6,uncommon,0.96,35,48,"Coast, Ocean, Tropical Island",Freezing,,,,fishing,,,minLureLevel = 1,,,TRUE,
0853,Grapploct,7,common,0.2,35,48,"Coast, Ocean, Tropical Island",Freezing,,,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0853,Grapploct,8,uncommon,0.96,35,48,"Coast, Ocean, Tropical Island",Freezing,,,,fishing,,,minLureLevel = 1,8,15,FALSE,
0853,Grapploct,9,common,0.2,35,48,"Coast, Ocean, Tropical Island",Freezing,,,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0854,Sinistea,1,uncommon,9.108,6,31,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",day,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,FALSE,tea_authenticity=phony
0854,Sinistea,2,uncommon,0.092,6,31,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",day,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,FALSE,tea_authenticity=antique
0854,Sinistea,3,uncommon,9.108,6,31,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",night,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,any,tea_authenticity=phony
0854,Sinistea,4,uncommon,0.092,6,31,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",night,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,any,tea_authenticity=antique
0854,Sinistea,5,common,9.405,6,31,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,tea_authenticity=phony
0854,Sinistea,6,common,0.095,6,31,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,tea_authenticity=antique
0855,Polteageist,1,uncommon,0.792,26,51,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",day,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,FALSE,tea_authenticity=phony
0855,Polteageist,2,uncommon,0.008,26,51,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",day,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,FALSE,tea_authenticity=antique
0855,Polteageist,3,uncommon,0.792,26,51,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",night,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,any,tea_authenticity=phony
0855,Polteageist,4,uncommon,0.008,26,51,"Floral, Magical, Mountain, Plains, Snowy, Spooky, Taiga, Tundra","Arid, Bamboo, Cherry Blossom, Island, Jungle, Ocean, Swamp, Thermal, Volcanic",night,any,,grounded,,"structure:#minecraft:village, minY = 62",,,,any,tea_authenticity=antique
0855,Polteageist,5,common,0.495,26,51,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,tea_authenticity=phony
0855,Polteageist,6,common,0.005,26,51,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,tea_authenticity=antique
0856,Hatenna,1,uncommon,8.4,2,27,"Magical, Skyroot Forest, Skyroot Woodland",,any,any,,grounded,"Natural, Wild",,,8,15,,
0856,Hatenna,2,common,1.8,2,27,Overworld,,any,any,,grounded,,structure:minecraft:swamp_hut,,8,15,,
0856,Hatenna,3,common,1.8,2,27,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0857,Hattrem,1,uncommon,1.44,32,37,"Magical, Skyroot Forest, Skyroot Woodland",,any,any,,grounded,"Natural, Wild",,,8,15,,
0857,Hattrem,2,common,0.18,32,37,Overworld,,any,any,,grounded,,structure:minecraft:swamp_hut,,8,15,,
0857,Hattrem,3,common,0.18,32,37,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0858,Hatterene,1,uncommon,0.16,42,51,"Magical, Skyroot Forest, Skyroot Woodland",,any,any,,grounded,"Natural, Wild",,,8,15,,
0858,Hatterene,2,common,0.02,42,51,Overworld,,any,any,,grounded,,structure:minecraft:swamp_hut,,8,15,,
0858,Hatterene,3,common,0.02,42,51,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0859,Impidimp,1,common,5.4,2,27,Magical,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0859,Impidimp,2,common,5.4,2,27,"Nether Forest, Nether Warped",Nether Desert,any,any,,grounded,"Natural, Wild",,,,,any,
0860,Morgrem,1,common,0.54,32,37,Magical,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0860,Morgrem,2,common,0.54,32,37,"Nether Forest, Nether Warped",Nether Desert,any,any,,grounded,"Natural, Wild",,,,,any,
0861,Grimmsnarl,1,common,0.06,42,51,Magical,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0861,Grimmsnarl,2,common,0.06,42,51,"Nether Forest, Nether Warped",Nether Desert,any,any,,grounded,"Natural, Wild",,,,,any,
0862,Obstagoon,1,common,0.1,35,52,Taiga,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0863,Perrserker,1,common,1,28,44,"Freezing, Taiga",,any,any,Night x1.5,grounded,"Natural, Urban",,,8,15,,
0863,Perrserker,2,common,1,28,44,"Freezing, Taiga",,any,any,Night x1.5,grounded,Natural,structure:#minecraft:village,,8,15,,
0864,Cursola,1,uncommon,0.32,38,51,Beach,,any,any,,grounded,Natural,,,,,any,
0864,Cursola,2,common,1,38,51,Overworld,,any,any,,grounded,Natural,#cobblemon:dead_coral,,,,any,
0864,Cursola,3,common,1,38,51,Overworld,,any,any,,seafloor,,#cobblemon:dead_coral,,,,any,
0864,Cursola,4,uncommon,0.96,38,51,Nether Quartz,,any,any,,grounded,Natural,on minecraft:quartz_block,,,,any,
0864,Cursola,5,common,1,38,51,Warped Desert,,any,any,,grounded,Natural,,,,,any,
0864,Cursola,6,uncommon,0.32,38,51,"Beach, Warm Ocean",,any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0864,Cursola,7,common,0.2,38,51,"Beach, Warm Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0864,Cursola,8,uncommon,0.32,38,51,"Beach, Warm Ocean",,any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0864,Cursola,9,common,0.2,38,51,"Beach, Warm Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0865,Sirfetch'd,1,rare,1.25,33,51,Forest,,any,any,Night x0.25,grounded,"Natural, Wild",,minecraft:water,8,15,,
0866,Mr. Rime,1,uncommon,0.032,42,52,Freezing,,any,any,,grounded,"Natural, Urban",,,8,15,,
0866,Mr. Rime,2,uncommon,0.032,42,52,Freezing,,any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0868,Milcery,1,common,9.5,2,27,"Aether, Overworld",,any,any,,grounded,,minecraft:cake,"minecraft:sugar_cane, #cobblemon:saccharine_trees",,,any,
0868,Milcery,2,common,1.9,2,27,"Aether, Overworld",,any,any,,grounded,Natural,#cobblemon:saccharine_trees,"minecraft:cake, minecraft:sugar_cane",8,15,,
0868,Milcery,3,uncommon,1.84,2,27,"Aether, Overworld",,any,any,,grounded,Natural,minecraft:sugar_cane,"minecraft:cake, #cobblemon:saccharine_trees",8,15,,
0868,Milcery,4,common,1.9,2,27,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,
0869,Alcremie,1,common,0.5,22,50,"Aether, Overworld",,any,any,,grounded,,minecraft:cake,"minecraft:sugar_cane, #cobblemon:saccharine_trees",,,any,
0869,Alcremie,2,common,0.1,22,50,"Aether, Overworld",,any,any,,grounded,Natural,#cobblemon:saccharine_trees,"minecraft:cake, minecraft:sugar_cane",8,15,,
0869,Alcremie,3,uncommon,0.16,22,50,"Aether, Overworld",,any,any,,grounded,Natural,minecraft:sugar_cane,"minecraft:cake, #cobblemon:saccharine_trees",8,15,,
0869,Alcremie,4,common,0.1,22,50,Overworld,,any,any,,grounded,Mansion_Dining,,,,,FALSE,
0870,Falinks,1,uncommon,2,22,47,Badlands,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0870,Falinks,2,uncommon,100,22,47,Nether,,any,any,,grounded,"Natural, Nether_Structures",,,,,any,
0871,Pincurchin,1,uncommon,10,19,44,"Coast, Ocean",,any,any,,seafloor,Water,"minecraft:kelp_plant, minecraft:seagrass",,,,TRUE,
0871,Pincurchin,2,uncommon,6,19,44,"Coast, Ocean",,any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0871,Pincurchin,3,common,2,19,44,"Coast, Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0871,Pincurchin,4,uncommon,6,19,44,"Coast, Ocean",,any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0871,Pincurchin,5,common,2,19,44,"Coast, Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0871,Pincurchin,6,uncommon,10,19,44,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0871,Pincurchin,7,uncommon,6,19,44,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",minLureLevel = 1,,,FALSE,
0871,Pincurchin,8,common,2,19,44,Overworld,,any,any,Lure3 x3,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0874,Stonjourner,1,rare,2,22,47,Plains,,any,any,,grounded,"Natural, Wild",,"structure:cobblemon:ruins/stonjourner_henge_ruins, timeRange = dusk",8,15,,
0874,Stonjourner,2,uncommon,10,22,47,Plains,,dusk,any,,grounded,"Natural, Wild",,structure:cobblemon:ruins/stonjourner_henge_ruins,8,15,,
0874,Stonjourner,3,common,20,22,47,Overworld,,any,any,Dusk x5,grounded,Natural,structure:cobblemon:ruins/stonjourner_henge_ruins,,8,15,,
0875,Eiscue,1,common,6,22,47,Frozen Ocean,,any,any,,grounded,Natural,,,8,15,,
0875,Eiscue,2,common,2,22,47,Frozen Ocean,,any,any,,surface,Water,,,8,15,,
0875,Eiscue,3,common,2,22,47,"Frozen Ocean, Glacial, Tundra",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,,
0877,Morpeko,1,uncommon,10,19,44,Overworld,,any,any,Storm x5,grounded,Natural,#cobblemon:berries,,8,15,,
0878,Cufant,1,uncommon,5.04,8,33,"Badlands, Hills, Savanna",Freezing,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0879,Copperajah,1,uncommon,0.96,34,50,"Badlands, Hills, Savanna",Freezing,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0885,Dreepy,1,ultra-rare,3.6,2,27,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,Natural,,,8,15,FALSE,
0885,Dreepy,2,ultra-rare,3.6,2,27,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,,,,,,TRUE,
0885,Dreepy,3,ultra-rare,3.6,2,27,"Coast, Ocean",Freezing,dusk,any,,surface,Water,,,8,15,,
0885,Dreepy,4,ultra-rare,3.6,2,27,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,,,TRUE,
0885,Dreepy,5,ultra-rare,3.6,2,27,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,8,15,FALSE,
0886,Drakloak,1,ultra-rare,2.16,50,55,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,Natural,,,8,15,FALSE,
0886,Drakloak,2,ultra-rare,2.16,50,55,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,,,,,,TRUE,
0886,Drakloak,3,ultra-rare,2.16,50,55,"Coast, Ocean",Freezing,dusk,any,,surface,Water,,,8,15,,
0886,Drakloak,4,ultra-rare,2.16,50,55,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,,,TRUE,
0886,Drakloak,5,ultra-rare,2.16,50,55,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,8,15,FALSE,
0887,Dragapult,1,ultra-rare,0.24,60,65,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,Natural,,,8,15,FALSE,
0887,Dragapult,2,ultra-rare,0.24,60,65,"Coast, Ocean",Freezing,any,any,Dusk x5,grounded,,,,,,TRUE,
0887,Dragapult,3,ultra-rare,0.24,60,65,"Coast, Ocean",Freezing,dusk,any,,surface,Water,,,8,15,,
0887,Dragapult,4,ultra-rare,0.24,60,65,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,,,TRUE,
0887,Dragapult,5,ultra-rare,0.24,60,65,"Coast, Ocean",Freezing,any,any,Dusk x5,fishing,,,,8,15,FALSE,
0899,Wyrdeer,1,common,0.6,42,53,"Snowy Forest, Snowy Taiga, Tundra",,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0900,Kleavor,1,rare,0.25,45,50,"Forest, Hills","Freezing, Spooky",day,any,,grounded,"Natural, Wild",,,8,15,,
0900,Kleavor,2,rare,0.25,45,50,"Skyroot Forest, Skyroot Woodland",,any,any,,grounded,Natural,,,8,15,,
0901,Ursaluna,1,common,0.01,45,55,"Forest, Mountain, Skyroot Forest, Skyroot Woodland, Taiga",Volcanic,any,any,,grounded,"Natural, Wild",minY = 48,#cobblemon:saccharine_trees,,,any,
